d_5p_del,d_3p_del,d_gene,count
6,4,IGHD2/OR15-2b*01,1
8,4,IGHD2-8*02,1
0,18,IGHD3-10*01,2
4,1,IGHD2-15*01,49
8,8,IGHD3-10*01,44
6,9,IGHD2-15*01,1
12,3,IGHD2-21*02,1
1,1,IGHD1-1*01,7
9,12,IGHD3-10*02,6
3,7,IGHD6-13*01,27
3,20,IGHD2-8*02,5
6,10,IGHD3-3*01,53
17,0,IGHD3-10*02,19
5,11,IGHD3-22*01,17
13,0,IGHD1-14*01,2
7,3,IGHD3-3*02,6
4,0,IGHD2-21*02,11
12,5,IGHD3-3*02,4
6,10,IGHD4-23*01,3
12,7,IGHD2-8*01,1
28,2,IGHD3-16*01,2
7,5,IGHD4-23*01,5
4,18,IGHD3-3*01,3
5,5,IGHD3-16*02,3
12,17,IGHD3-16*02,8
4,15,IGHD3-10*02,1
1,0,IGHD4-17*01,400
19,0,IGHD2-8*02,3
1,8,IGHD3-16*02,1
13,3,IGHD3-16*02,4
10,3,IGHD3-10*02,3
4,16,IGHD3-22*01,1
1,5,IGHD3-9*01,18
7,7,IGHD3/OR15-3b*01,3
0,13,IGHD3/OR15-3b*01,2
4,6,IGHD1-14*01,2
6,3,IGHD2-8*02,1
13,9,IGHD3-3*02,3
5,8,IGHD2-21*02,104
1,12,IGHD5-5*01,5
14,6,IGHD2-8*01,1
20,4,IGHD2/OR15-2b*01,1
11,2,IGHD2-2*03,30
0,2,IGHD1-26*01,116
2,4,IGHD6-25*01,11
7,3,IGHD5/OR15-5b*01,4
13,2,IGHD3/OR15-3b*01,4
7,16,IGHD3-22*01,1
3,3,IGHD5-24*01,51
6,14,IGHD3-9*01,2
4,2,IGHD5-24*01,13
7,6,IGHD5-5*01,3
0,8,IGHD3-22*01,158
0,7,IGHD4-4*01,6
6,4,IGHD3-3*01,15
23,0,IGHD2-8*02,2
14,0,IGHD3-16*02,3
3,4,IGHD6-6*01,18
1,4,IGHD3-9*01,25
1,17,IGHD2-8*01,1
1,2,IGHD5-12*01,40
3,12,IGHD2-2*03,5
15,0,IGHD2-15*01,21
5,8,IGHD6-13*01,1
13,9,IGHD3-10*02,11
4,6,IGHD2-2*03,174
7,13,IGHD2-2*03,5
10,2,IGHD3-16*02,4
5,13,IGHD2-15*01,1
11,6,IGHD3-10*02,45
11,0,IGHD1-14*01,1
4,1,IGHD4/OR15-4b*01,16
2,15,IGHD2-8*02,1
4,3,IGHD5-24*01,14
6,8,IGHD5-5*01,2
1,14,IGHD3-10*01,14
0,9,IGHD1-26*01,18
5,0,IGHD3-3*02,1
4,12,IGHD3-10*02,16
18,3,IGHD3-16*02,2
8,14,IGHD2-8*01,1
5,4,IGHD5/OR15-5b*01,12
0,0,IGHD3-9*01,22
10,6,IGHD6-13*01,1
12,3,IGHD6-19*01,19
4,3,IGHD6-19*01,99
15,0,IGHD2-2*03,17
6,7,IGHD6-13*01,13
15,2,IGHD3-22*01,1
0,4,IGHD6-6*01,38
6,15,IGHD3-3*02,1
1,6,IGHD2-21*01,12
7,12,IGHD3-22*01,8
7,1,IGHD6-13*01,107
14,2,IGHD3-22*01,3
4,4,IGHD3-22*01,36
3,3,IGHD2-21*01,6
8,14,IGHD2-2*03,2
4,15,IGHD3-9*01,1
8,5,IGHD1-26*01,41
13,6,IGHD3/OR15-3b*01,7
2,13,IGHD3-10*01,33
17,0,IGHD3-3*02,8
3,8,IGHD3-10*01,71
8,1,IGHD5-5*01,1
1,0,IGHD2-8*02,3
7,0,IGHD1-26*01,60
6,11,IGHD3/OR15-3b*01,1
9,12,IGHD3-3*02,1
1,11,IGHD3-3*01,12
7,2,IGHD5-5*01,4
5,6,IGHD3-10*01,48
11,12,IGHD3-10*02,52
6,16,IGHD3-3*01,2
4,0,IGHD4-4*01,58
11,3,IGHD2-15*01,12
0,18,IGHD3-3*01,4
1,5,IGHD5-24*01,16
16,1,IGHD3-9*01,1
10,10,IGHD3-9*01,9
0,15,IGHD3-22*01,30
6,4,IGHD6-19*01,28
5,4,IGHD2-21*02,7
11,8,IGHD2-2*03,1
15,17,IGHD3-16*02,3
10,6,IGHD3-16*01,2
12,0,IGHD3-22*01,21
6,8,IGHD3-10*01,52
2,5,IGHD1-14*01,1
2,0,IGHD5/OR15-5b*01,4
16,5,IGHD2/OR15-2b*01,9
3,1,IGHD2-2*03,14
9,15,IGHD3-10*02,2
0,7,IGHD5/OR15-5b*01,7
8,15,IGHD2-8*02,1
0,9,IGHD4/OR15-4b*01,9
10,15,IGHD2-8*01,1
11,9,IGHD2-15*01,8
7,9,IGHD3-3*02,1
0,4,IGHD3-9*01,8
1,5,IGHD2-2*03,186
8,6,IGHD2-8*02,1
3,8,IGHD5-24*01,21
8,7,IGHD3-22*01,4
2,5,IGHD5-24*01,11
2,15,IGHD5/OR15-5b*01,1
2,5,IGHD2-2*03,36
16,3,IGHD3-9*01,3
7,12,IGHD2-2*03,7
3,4,IGHD1-26*01,12
2,14,IGHD3-10*01,12
9,8,IGHD5-12*01,9
3,3,IGHD2-15*01,33
0,15,IGHD3-3*01,12
0,17,IGHD3-16*02,16
2,5,IGHD6-19*01,16
4,5,IGHD5-5*01,12
1,0,IGHD6-6*01,8
2,7,IGHD2-8*01,1
7,2,IGHD2-21*02,14
11,8,IGHD3-9*01,10
0,4,IGHD1-26*01,21
13,2,IGHD2-21*02,1
18,8,IGHD3-16*02,11
4,3,IGHD2-21*02,2
13,8,IGHD3-10*02,8
1,8,IGHD3-3*01,19
5,4,IGHD1-14*01,1
2,2,IGHD5-24*01,70
14,8,IGHD3-3*02,12
1,13,IGHD2-8*02,19
9,6,IGHD2-21*02,10
19,0,IGHD3-9*01,1
3,4,IGHD2-8*01,3
0,3,IGHD1-1*01,6
6,11,IGHD2-21*02,13
7,20,IGHD3-16*02,2
3,2,IGHD6-19*01,58
9,9,IGHD5-12*01,3
0,2,IGHD6-19*01,123
11,2,IGHD3/OR15-3b*01,6
15,6,IGHD2/OR15-2b*01,2
6,7,IGHD2-2*03,7
11,13,IGHD3-3*02,4
1,7,IGHD6-6*01,133
3,4,IGHD3-9*01,11
2,8,IGHD3-3*01,28
2,13,IGHD3-22*01,13
14,1,IGHD3-10*02,3
27,0,IGHD2/OR15-2b*01,1
8,4,IGHD3-22*01,10
0,11,IGHD5/OR15-5b*01,18
15,4,IGHD2-2*03,9
8,4,IGHD6-19*01,10
14,6,IGHD3-16*02,7
9,4,IGHD2-2*03,4
14,3,IGHD3-3*02,16
1,2,IGHD2-8*01,6
5,4,IGHD6-19*01,16
6,3,IGHD3-22*01,54
10,16,IGHD3-9*01,2
2,15,IGHD3-9*01,6
17,3,IGHD3-3*02,4
0,16,IGHD2-15*01,1
13,0,IGHD2-21*01,4
4,7,IGHD2-21*01,4
6,12,IGHD2-2*03,9
6,3,IGHD3-16*02,7
3,20,IGHD3-3*01,2
6,16,IGHD3-10*01,3
16,6,IGHD2-2*03,16
2,17,IGHD3-3*01,6
5,0,IGHD5-12*01,23
2,16,IGHD3-22*01,6
4,1,IGHD2-2*02,55
15,7,IGHD2-2*03,7
1,1,IGHD3-10*01,24
3,5,IGHD4/OR15-4b*01,10
2,8,IGHD3-22*01,97
14,2,IGHD5/OR15-5b*01,2
14,1,IGHD3/OR15-3b*01,8
0,10,IGHD3/OR15-3b*01,10
2,3,IGHD5-5*01,77
13,7,IGHD3-10*02,14
5,0,IGHD2-2*02,46
6,2,IGHD1-20*01,9
1,12,IGHD2-8*01,2
5,2,IGHD2-21*02,6
6,0,IGHD4-23*01,95
12,3,IGHD3-9*01,7
1,17,IGHD2-15*01,2
3,11,IGHD3-22*01,38
5,5,IGHD4-4*01,5
2,0,IGHD1-14*01,11
11,7,IGHD2-8*01,6
1,10,IGHD2/OR15-2b*01,5
6,1,IGHD1-20*01,5
7,2,IGHD2-2*02,35
7,0,IGHD5-24*01,7
3,7,IGHD5/OR15-5b*01,1
10,9,IGHD3-16*02,1
17,6,IGHD2-2*03,20
3,9,IGHD5-5*01,16
1,20,IGHD3-3*02,1
8,1,IGHD1-20*01,5
2,2,IGHD2-15*01,5
0,10,IGHD5/OR15-5b*01,1
5,10,IGHD3/OR15-3b*01,2
2,5,IGHD5/OR15-5b*01,10
18,0,IGHD5/OR15-5b*01,2
4,3,IGHD5-12*01,8
3,5,IGHD1/OR15-1b*01,6
9,9,IGHD2-2*03,3
7,10,IGHD3-10*01,91
0,0,IGHD2-8*02,1
1,3,IGHD3-9*01,28
5,14,IGHD3-9*01,7
1,7,IGHD1-1*01,1
2,3,IGHD1/OR15-1b*01,2
14,4,IGHD3-9*01,1
19,0,IGHD5/OR15-5b*01,1
3,3,IGHD6-25*01,12
5,17,IGHD3-16*02,1
14,5,IGHD3-9*01,2
0,8,IGHD7-27*01,5
7,4,IGHD5/OR15-5b*01,5
13,5,IGHD3-22*01,25
3,0,IGHD4-17*01,384
0,2,IGHD2-21*02,4
6,10,IGHD5-24*01,1
11,7,IGHD3-3*02,6
10,3,IGHD2/OR15-2b*01,1
2,0,IGHD2-2*03,23
17,5,IGHD3-22*01,2
11,8,IGHD3/OR15-3b*01,14
15,9,IGHD2-2*03,3
14,5,IGHD3/OR15-3b*01,10
2,12,IGHD3-3*01,4
2,6,IGHD6-13*01,27
2,3,IGHD3-10*01,52
9,0,IGHD3-9*01,2
13,7,IGHD2-15*01,9
3,4,IGHD3-10*02,2
14,2,IGHD3-9*01,3
14,6,IGHD3-10*02,1
15,7,IGHD3-16*01,26
9,5,IGHD3-22*01,48
12,4,IGHD2-15*01,4
2,1,IGHD2-21*02,33
14,3,IGHD3-9*01,3
3,7,IGHD4-23*01,31
17,7,IGHD3-16*02,29
17,10,IGHD3/OR15-3b*01,2
2,13,IGHD2-8*02,3
8,1,IGHD2-8*01,6
8,8,IGHD5-12*01,22
17,1,IGHD3/OR15-3b*01,2
5,8,IGHD2-8*01,1
5,6,IGHD2-2*03,129
10,13,IGHD3-9*01,2
8,10,IGHD5-12*01,1
11,0,IGHD2/OR15-2b*01,8
8,4,IGHD6-25*01,12
9,2,IGHD3-9*01,2
6,10,IGHD2/OR15-2b*01,1
6,4,IGHD3-10*02,4
11,0,IGHD6-25*01,12
6,6,IGHD5/OR15-5b*01,3
2,8,IGHD3-10*01,57
12,12,IGHD2-8*01,1
5,4,IGHD6-13*01,3
1,22,IGHD3-9*01,1
4,13,IGHD3-10*01,38
14,7,IGHD3-3*02,6
2,0,IGHD7-27*01,119
5,6,IGHD3-22*01,44
13,5,IGHD3-3*02,9
2,0,IGHD2-15*01,28
6,5,IGHD3-3*02,4
1,6,IGHD3-16*02,7
21,1,IGHD3/OR15-3b*01,1
6,1,IGHD1/OR15-1b*01,40
3,0,IGHD2-15*01,19
9,13,IGHD3-9*01,1
0,3,IGHD4-17*01,31
0,3,IGHD2-2*03,15
7,6,IGHD3-3*01,43
5,0,IGHD2-15*01,37
5,10,IGHD2-2*03,17
13,0,IGHD2-2*02,29
4,4,IGHD2-21*01,1
10,15,IGHD3-10*02,1
7,1,IGHD4-4*01,1
1,17,IGHD3-10*02,14
11,4,IGHD5-12*01,10
13,3,IGHD2/OR15-2b*01,1
3,10,IGHD5-24*01,27
12,10,IGHD3/OR15-3b*01,10
7,6,IGHD3-16*02,44
19,5,IGHD3-16*02,1
11,2,IGHD2-21*01,1
9,4,IGHD3-10*01,24
2,10,IGHD3-22*01,137
21,0,IGHD2-21*02,3
13,1,IGHD3-16*02,1
13,3,IGHD2-15*01,11
4,14,IGHD3-16*02,5
1,11,IGHD3-10*01,157
3,2,IGHD5-12*01,18
6,5,IGHD3-10*02,1
8,3,IGHD5-12*01,53
5,10,IGHD4-23*01,5
2,20,IGHD3-9*01,1
5,5,IGHD3-9*01,17
1,13,IGHD2-15*01,6
5,3,IGHD5-5*01,23
1,5,IGHD2-15*01,111
9,7,IGHD3-9*01,1
0,12,IGHD3/OR15-3b*01,1
0,15,IGHD2-8*02,4
0,20,IGHD3-22*01,8
9,10,IGHD5-12*01,3
3,5,IGHD6-6*01,5
9,6,IGHD3-9*01,5
1,9,IGHD3-22*01,96
5,13,IGHD2-21*02,12
3,10,IGHD2-2*03,14
1,1,IGHD1/OR15-1b*01,1
0,7,IGHD6-13*01,20
0,20,IGHD3-16*02,1
0,2,IGHD1-14*01,9
8,6,IGHD3-16*02,2
7,2,IGHD5/OR15-5b*01,7
13,6,IGHD2-8*02,1
9,0,IGHD5-5*01,11
7,7,IGHD5/OR15-5b*01,2
0,6,IGHD1-26*01,75
0,10,IGHD6-6*01,1
0,13,IGHD5/OR15-5b*01,3
10,11,IGHD3-3*02,9
0,10,IGHD2-2*03,10
9,7,IGHD3-3*02,2
4,5,IGHD4-23*01,3
3,16,IGHD2-15*01,2
1,7,IGHD2-15*01,53
10,0,IGHD2-8*02,1
5,7,IGHD2-2*03,46
1,13,IGHD3-3*01,2
11,1,IGHD2-2*02,67
4,14,IGHD2-8*01,2
0,20,IGHD3-3*01,4
12,10,IGHD3-10*02,19
2,3,IGHD3-3*01,21
3,12,IGHD2-15*01,3
5,0,IGHD3-10*01,49
1,13,IGHD3-9*01,5
17,6,IGHD3/OR15-3b*01,17
17,3,IGHD2-2*03,4
3,3,IGHD4/OR15-4b*01,1
4,10,IGHD3-3*01,15
1,8,IGHD4/OR15-4b*01,1
3,0,IGHD2-2*03,22
4,7,IGHD3-16*01,3
3,8,IGHD3-3*01,25
24,0,IGHD2-8*02,9
18,5,IGHD3-16*02,5
7,12,IGHD2-21*02,4
2,6,IGHD6-19*01,19
12,10,IGHD2-8*02,1
9,1,IGHD2-15*01,5
11,1,IGHD3-22*01,3
7,11,IGHD3-3*01,4
4,13,IGHD3-9*01,2
9,12,IGHD3/OR15-3b*01,3
14,5,IGHD3-10*02,5
7,2,IGHD1-7*01,39
4,1,IGHD2-21*02,3
3,22,IGHD3-16*02,5
10,7,IGHD2-21*01,21
2,14,IGHD2-8*02,1
7,7,IGHD2-2*03,20
1,4,IGHD5-5*01,50
7,0,IGHD2-8*01,1
10,4,IGHD2-2*03,13
5,16,IGHD2-2*03,9
2,12,IGHD6-6*01,1
4,15,IGHD3/OR15-3b*01,1
2,8,IGHD5-5*01,29
0,4,IGHD2-2*02,9
1,16,IGHD2-2*03,4
10,6,IGHD2-21*01,7
10,2,IGHD2/OR15-2b*01,1
19,6,IGHD3-16*01,1
2,10,IGHD3-10*01,77
4,3,IGHD5/OR15-5b*01,8
5,13,IGHD3/OR15-3b*01,1
13,2,IGHD2-2*03,36
6,15,IGHD3-10*01,9
7,14,IGHD3/OR15-3b*01,1
0,6,IGHD2-21*01,1
13,6,IGHD2-15*01,13
16,7,IGHD2-15*01,1
4,6,IGHD4-23*01,7
5,6,IGHD5/OR15-5b*01,12
6,3,IGHD5-12*01,14
3,5,IGHD6-19*01,38
3,15,IGHD3-3*01,3
14,0,IGHD2-21*01,3
7,11,IGHD2-21*02,12
8,3,IGHD1-26*01,43
2,1,IGHD5-5*01,25
8,6,IGHD6-13*01,6
6,2,IGHD2-21*01,2
0,6,IGHD2-15*01,37
9,2,IGHD5-24*01,1
18,0,IGHD3-10*02,40
0,0,IGHD3-3*01,40
6,5,IGHD3/OR15-3b*01,3
20,0,IGHD3-22*01,2
6,0,IGHD2-15*01,36
16,8,IGHD2/OR15-2b*01,1
4,12,IGHD2-2*03,1
3,3,IGHD6-13*01,160
11,7,IGHD2-8*02,1
11,2,IGHD5/OR15-5b*01,1
16,1,IGHD2-15*01,2
1,24,IGHD2/OR15-2b*01,2
9,9,IGHD3-3*02,3
4,2,IGHD6-13*01,38
7,3,IGHD2-2*03,67
4,0,IGHD3-9*01,7
9,2,IGHD3-22*01,6
0,11,IGHD2-21*02,2
6,1,IGHD6-25*01,1
10,0,IGHD2-2*03,27
6,7,IGHD1-26*01,50
7,7,IGHD3-22*01,6
0,0,IGHD2-2*02,7
1,11,IGHD3-9*01,3
0,10,IGHD2-8*02,3
11,10,IGHD2-15*01,3
5,8,IGHD5-24*01,8
1,17,IGHD3-9*01,93
19,8,IGHD3-16*02,4
0,4,IGHD1-1*01,9
13,6,IGHD2-2*03,185
2,6,IGHD3-3*01,34
9,3,IGHD2-15*01,20
12,0,IGHD2-15*01,32
8,12,IGHD3-9*01,4
0,5,IGHD5/OR15-5b*01,19
5,4,IGHD2-15*01,5
0,1,IGHD3-9*01,6
3,1,IGHD3-10*02,1
0,12,IGHD3-10*01,178
12,0,IGHD1-14*01,1
5,8,IGHD1-26*01,7
17,5,IGHD2/OR15-2b*01,9
1,3,IGHD2-8*01,15
5,6,IGHD2/OR15-2b*01,2
1,0,IGHD4/OR15-4b*01,20
6,14,IGHD2-2*03,3
2,3,IGHD1-14*01,1
6,4,IGHD4-17*01,1
2,2,IGHD2-8*01,1
0,1,IGHD2-8*01,3
6,9,IGHD2-21*02,17
9,10,IGHD3-9*01,7
3,16,IGHD3-10*01,2
6,7,IGHD6-6*01,3
0,4,IGHD3-3*01,21
11,5,IGHD2/OR15-2b*01,4
6,16,IGHD3-9*01,6
9,4,IGHD5-24*01,1
3,10,IGHD3/OR15-3b*01,3
5,8,IGHD3-9*01,18
8,3,IGHD5-24*01,3
7,17,IGHD3-3*01,7
13,8,IGHD2-21*02,4
0,21,IGHD2/OR15-2b*01,1
24,8,IGHD3-16*02,1
7,1,IGHD4/OR15-4b*01,1
3,4,IGHD6-13*01,21
4,12,IGHD2-15*01,2
6,7,IGHD3-9*01,37
8,3,IGHD3-10*01,24
19,0,IGHD3-16*01,6
11,14,IGHD3-10*02,2
3,6,IGHD5-24*01,21
2,4,IGHD3-10*01,18
1,2,IGHD2-21*01,10
11,6,IGHD2-2*03,101
5,7,IGHD4-23*01,9
12,2,IGHD2-2*03,21
5,1,IGHD2-15*01,26
12,10,IGHD3-9*01,4
16,4,IGHD2/OR15-2b*01,1
2,7,IGHD2-21*01,6
10,3,IGHD2-8*01,35
7,11,IGHD3-3*02,3
4,4,IGHD5/OR15-5b*01,3
5,15,IGHD3-9*01,16
6,8,IGHD3-3*01,43
5,4,IGHD4-4*01,3
10,6,IGHD3-3*02,4
6,3,IGHD6-13*01,291
7,1,IGHD6-25*01,4
0,5,IGHD3-9*01,39
3,12,IGHD3-10*02,9
5,6,IGHD2-21*01,8
4,2,IGHD2-2*03,56
4,17,IGHD3-22*01,2
9,2,IGHD5-12*01,110
3,5,IGHD6-13*01,33
10,7,IGHD3-3*02,5
11,3,IGHD2/OR15-2b*01,2
8,10,IGHD3-9*01,3
10,10,IGHD3-3*02,33
7,10,IGHD2/OR15-2b*01,1
0,6,IGHD6-25*01,4
9,0,IGHD6-13*01,43
11,4,IGHD6-6*01,2
17,6,IGHD2-15*01,1
7,4,IGHD3-3*02,5
2,0,IGHD2-21*01,12
14,12,IGHD3-3*02,1
16,3,IGHD2-2*03,15
7,1,IGHD3-22*01,1
1,16,IGHD2/OR15-2b*01,1
11,9,IGHD3-3*02,3
18,7,IGHD3-16*01,44
7,9,IGHD2-15*01,3
13,1,IGHD2/OR15-2b*01,7
7,13,IGHD3/OR15-3b*01,6
11,2,IGHD3-22*01,7
8,11,IGHD2-21*02,8
11,4,IGHD2/OR15-2b*01,3
9,2,IGHD1-20*01,3
4,2,IGHD6-19*01,39
5,4,IGHD1-26*01,36
8,2,IGHD5/OR15-5b*01,4
0,18,IGHD2-8*01,1
1,0,IGHD1-7*01,8
3,4,IGHD3-3*02,1
11,4,IGHD3-10*02,36
4,8,IGHD3-3*01,17
4,6,IGHD5-24*01,2
2,19,IGHD3-9*01,2
7,14,IGHD2-2*03,1
0,2,IGHD3-3*01,11
4,4,IGHD6-19*01,14
1,16,IGHD2-8*02,11
5,0,IGHD4-23*01,28
23,0,IGHD3/OR15-3b*01,6
1,9,IGHD2-21*01,4
1,18,IGHD3-10*02,1
6,14,IGHD2-21*02,2
10,4,IGHD2-8*02,11
13,11,IGHD3-10*02,16
12,9,IGHD2-2*03,10
3,5,IGHD3-22*01,210
13,9,IGHD3-9*01,9
16,2,IGHD2-21*02,1
0,0,IGHD3-10*01,74
8,16,IGHD3-22*01,3
11,9,IGHD3-9*01,12
7,2,IGHD5-24*01,4
6,0,IGHD2-8*02,1
7,2,IGHD4-23*01,4
7,8,IGHD5-12*01,9
15,1,IGHD3-22*01,5
14,1,IGHD2-2*03,3
1,5,IGHD4-4*01,44
5,17,IGHD3-9*01,5
7,8,IGHD5/OR15-5b*01,14
11,6,IGHD3/OR15-3b*01,10
6,14,IGHD3-10*02,1
4,12,IGHD3/OR15-3b*01,1
2,10,IGHD4-4*01,2
1,8,IGHD2/OR15-2b*01,2
8,5,IGHD3-10*01,60
10,12,IGHD3-10*02,1
2,3,IGHD4-4*01,6
3,6,IGHD3-10*01,81
0,3,IGHD2-21*02,2
12,9,IGHD3-9*01,5
9,17,IGHD3-10*02,1
7,5,IGHD2-21*02,19
20,1,IGHD2-15*01,6
7,2,IGHD5-12*01,17
6,11,IGHD3-10*02,2
3,14,IGHD5/OR15-5b*01,1
15,8,IGHD3-16*01,37
1,0,IGHD5-12*01,16
1,14,IGHD5-24*01,1
11,4,IGHD2-8*02,1
6,4,IGHD6-6*01,6
5,18,IGHD3-9*01,4
9,18,IGHD3-16*02,6
16,2,IGHD3-16*02,1
5,3,IGHD3-9*01,19
8,1,IGHD3-9*01,2
4,2,IGHD3/OR15-3b*01,3
1,10,IGHD3-3*02,1
15,3,IGHD3-22*01,17
11,11,IGHD2-8*02,1
2,2,IGHD7-27*01,10
6,9,IGHD3-9*01,23
5,2,IGHD3-9*01,5
2,2,IGHD1-7*01,9
0,14,IGHD6-25*01,5
0,19,IGHD3-3*01,16
10,7,IGHD3-22*01,18
15,3,IGHD2-21*02,1
4,7,IGHD5-5*01,2
14,0,IGHD2-8*01,3
9,10,IGHD3-10*02,1
2,6,IGHD5-5*01,38
6,5,IGHD2/OR15-2b*01,1
8,7,IGHD2-21*02,87
6,10,IGHD3-10*01,87
0,8,IGHD4-4*01,27
16,1,IGHD3-22*01,1
14,5,IGHD2-2*03,22
0,4,IGHD2-2*03,6
3,7,IGHD2-2*03,22
10,6,IGHD3-22*01,99
25,8,IGHD3-16*01,1
5,19,IGHD3-22*01,2
2,1,IGHD4-23*01,13
10,9,IGHD2-21*02,8
1,3,IGHD5/OR15-5b*01,21
1,5,IGHD3-10*02,2
0,6,IGHD3-22*01,226
15,6,IGHD3-16*02,11
7,1,IGHD2-21*01,4
12,5,IGHD5-24*01,1
11,13,IGHD2-8*02,6
1,13,IGHD3-10*01,24
13,14,IGHD3-16*02,27
23,0,IGHD2-2*03,4
3,0,IGHD1/OR15-1b*01,27
8,0,IGHD6-13*01,162
10,2,IGHD3-9*01,13
17,10,IGHD2-2*03,5
3,7,IGHD3-22*01,50
5,8,IGHD4-4*01,1
2,1,IGHD3-3*01,8
8,0,IGHD1-26*01,99
17,1,IGHD2/OR15-2b*01,2
8,0,IGHD2-8*02,8
4,1,IGHD6-6*01,15
19,6,IGHD3-16*02,3
11,0,IGHD2-2*02,89
9,0,IGHD2-2*03,2
12,18,IGHD3-16*02,1
0,5,IGHD5-5*01,51
7,15,IGHD3-22*01,7
0,6,IGHD4/OR15-4b*01,7
3,7,IGHD5-24*01,17
8,2,IGHD5-24*01,2
3,2,IGHD1-1*01,2
2,6,IGHD2-21*01,38
8,2,IGHD3-9*01,23
15,3,IGHD2-2*03,22
4,6,IGHD1-26*01,9
18,0,IGHD2-2*03,1
3,9,IGHD3-16*02,5
12,8,IGHD3-3*02,3
9,8,IGHD3-9*01,7
4,3,IGHD6-6*01,10
7,4,IGHD1-14*01,27
6,15,IGHD3-10*02,1
8,5,IGHD5/OR15-5b*01,5
5,13,IGHD3-9*01,8
14,3,IGHD2-2*03,32
4,0,IGHD3-22*01,56
3,23,IGHD3-9*01,2
12,2,IGHD3-16*02,1
1,1,IGHD5-5*01,13
3,8,IGHD4/OR15-4b*01,1
6,8,IGHD2/OR15-2b*01,6
2,3,IGHD2-21*01,5
7,3,IGHD3-22*01,23
11,0,IGHD1/OR15-1b*01,11
7,10,IGHD2-15*01,16
6,2,IGHD3-22*01,31
7,5,IGHD3-16*02,15
2,2,IGHD4-17*01,18
2,1,IGHD5-24*01,19
5,7,IGHD3-10*02,3
13,0,IGHD3-16*02,14
14,6,IGHD2-2*03,66
0,16,IGHD2/OR15-2b*01,1
11,3,IGHD5-12*01,7
5,10,IGHD3-22*01,21
4,8,IGHD4-4*01,1
5,13,IGHD5/OR15-5b*01,1
10,13,IGHD3-3*02,2
12,3,IGHD2/OR15-2b*01,1
0,8,IGHD5-24*01,13
3,6,IGHD3-22*01,152
11,14,IGHD3/OR15-3b*01,2
6,13,IGHD2-8*02,2
2,4,IGHD1-14*01,27
16,1,IGHD2-8*02,8
9,3,IGHD3-22*01,21
19,6,IGHD2-8*02,3
15,1,IGHD3-3*02,6
0,7,IGHD5-12*01,1
8,4,IGHD3-10*01,29
7,1,IGHD6-19*01,57
6,6,IGHD2-2*03,66
13,4,IGHD5-24*01,1
13,3,IGHD3-16*01,1
10,5,IGHD2-8*01,1
6,0,IGHD1-26*01,294
1,3,IGHD3-10*01,124
19,0,IGHD2-21*02,1
1,4,IGHD5/OR15-5b*01,14
7,5,IGHD5-12*01,11
3,12,IGHD2-21*02,1
2,7,IGHD3-22*01,20
2,9,IGHD5-12*01,31
4,9,IGHD3-10*01,153
12,5,IGHD3-10*02,18
1,5,IGHD1-26*01,77
11,8,IGHD3-16*02,1
0,17,IGHD2-2*02,1
0,14,IGHD2-21*02,16
0,0,IGHD5-12*01,84
6,2,IGHD3-16*02,1
6,3,IGHD4-4*01,3
3,0,IGHD1-14*01,6
6,2,IGHD3-10*01,67
6,21,IGHD3-9*01,3
17,15,IGHD3-16*02,96
0,6,IGHD1-1*01,23
6,13,IGHD3-3*01,23
3,9,IGHD3-3*01,39
17,13,IGHD3-16*02,47
4,7,IGHD6-19*01,2
3,2,IGHD4/OR15-4b*01,3
1,3,IGHD2-2*03,168
13,4,IGHD3-16*02,2
0,10,IGHD3-10*02,1
7,1,IGHD1-14*01,13
10,8,IGHD3-22*01,64
15,0,IGHD3-16*01,8
10,8,IGHD2-15*01,1
0,7,IGHD3-22*01,53
3,3,IGHD2/OR15-2b*01,5
8,17,IGHD3-9*01,2
20,6,IGHD2/OR15-2b*01,4
3,11,IGHD3-10*01,81
8,4,IGHD1-26*01,4
0,6,IGHD3-16*02,14
9,9,IGHD2-21*02,2
7,15,IGHD3/OR15-3b*01,1
14,3,IGHD3/OR15-3b*01,9
1,4,IGHD3-3*02,2
4,3,IGHD3-3*01,10
2,0,IGHD3-22*01,50
10,9,IGHD2-15*01,4
4,6,IGHD3-10*02,2
9,8,IGHD3-3*02,3
2,1,IGHD3-16*02,1
18,2,IGHD3-16*01,4
16,7,IGHD3-16*02,11
1,9,IGHD5-24*01,2
10,6,IGHD2-2*03,13
19,2,IGHD2-2*02,1
0,3,IGHD2-15*01,22
3,3,IGHD3-16*02,2
14,6,IGHD3/OR15-3b*01,18
1,0,IGHD7-27*01,95
22,0,IGHD3-22*01,2
0,0,IGHD1/OR15-1b*01,21
3,8,IGHD3-16*02,24
1,15,IGHD2-8*02,5
9,6,IGHD2-15*01,15
0,7,IGHD3-3*01,38
10,5,IGHD6-19*01,1
4,1,IGHD4-17*01,39
14,0,IGHD2/OR15-2b*01,1
4,15,IGHD2-8*01,1
14,8,IGHD3/OR15-3b*01,6
16,6,IGHD2-15*01,4
1,10,IGHD3-10*01,38
6,9,IGHD3-10*02,3
0,5,IGHD5-24*01,25
2,1,IGHD6-6*01,49
5,0,IGHD4-17*01,140
9,7,IGHD3-22*01,7
8,5,IGHD2-21*02,13
8,7,IGHD3-9*01,1
9,14,IGHD3-10*01,13
16,5,IGHD3-16*02,6
12,0,IGHD6-25*01,3
